X,Y,OBJECTID,FORMULARIO,CODIGO_ACCIDENTE,FECHA_OCURRENCIA_ACC,ANO_OCURRENCIA_ACC,GRAVEDAD,CLASE_ACC,LOCALIDAD
-74.070795948,4.60300823484891,361201,A001132230,10511522,2020/02/19 00:00:00+00,2020,SOLO DANOS,CHOQUE,SANTA FE
-74.089797765,4.58210696284959,361202,A001134134,10511528,2020/02/19 00:00:00+00,2020,SOLO DANOS,CHOQUE,ANTONIO NARIÑO
-74.096785025,4.60077609284895,361203,A001133941,10511541,2020/02/18 00:00:00+00,2020,CON HERIDOS,CHOQUE,LOS MARTIRES
-74.170265865,4.63114061584797,361204,A001133931,10511534,2020/02/20 00:00:00+00,2020,CON HERIDOS,CHOQUE,KENNEDY
-74.1358668079999,4.59843244284903,361205,A001133718,10511544,2020/02/20 00:00:00+00,2020,CON HERIDOS,CHOQUE,PUENTE ARANDA
-74.141440581,4.68679717784618,361206,A001133427,10511550,2020/02/20 00:00:00+00,2020,CON HERIDOS,CHOQUE,FONTIBON
-74.0678363009999,4.60317150084886,361207,A001132699,10511565,2020/02/18 00:00:00+00,2020,SOLO DANOS,CHOQUE,SANTA FE
-74.1125761499999,4.65616872884717,361208,A001132760,10511569,2020/02/18 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.071776122,4.68969141284607,361209,A001133892,10511614,2020/02/20 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.1763871379999,4.61307298884857,361210,A001133504,10511543,2020/02/20 00:00:00+00,2020,CON HERIDOS,CHOQUE,KENNEDY
-74.07553696,4.67152710784664,361211,A001133771,10511547,2020/02/19 00:00:00+00,2020,CON HERIDOS,CHOQUE,BARRIOS UNIDOS
-74.086206725,4.61661896584844,361212,A001133961,10511552,2020/02/18 00:00:00+00,2020,CON HERIDOS,ATROPELLO,LOS MARTIRES
-74.069124035,4.67272650084664,361213,A001132681,10511559,2020/02/19 00:00:00+00,2020,SOLO DANOS,CHOQUE,BARRIOS UNIDOS
-74.143499753,4.61194960584861,361214,A001133862,10511588,2020/02/20 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.151839659,4.67980783584641,361216,A001134441,10511592,2020/02/20 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.12207111,4.6401078598477,361217,A001133922,10511593,2020/02/20 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.043504801,4.68255125384629,361218,A001133779,10511595,2020/02/20 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.0897856559999,4.65727262884712,361219,A001133901,10511596,2020/02/20 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.172651324,4.63761188684777,361220,A001134043,10511597,2020/02/21 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.125084078,4.67229140984667,361221,A001127454,10511601,2020/02/20 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.0858980629999,4.64748207384744,361222,A001133992,10511606,2020/02/20 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.131823555,4.64533045384751,361223,A001133880,10511607,2020/02/20 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.092235774,4.69124368084603,361224,A001134410,10512172,2020/02/27 00:00:00+00,2020,CON HERIDOS,CHOQUE,ENGATIVA
-74.0588524249999,4.65321421884727,361225,A001134596,10512180,2020/02/27 00:00:00+00,2020,CON HERIDOS,CHOQUE,CHAPINERO
-74.1065977929999,4.64963436684736,361226,A001134667,10512181,2020/02/24 00:00:00+00,2020,SOLO DANOS,CHOQUE,BARRIOS UNIDOS
-74.1201458049999,4.57763212884972,361227,A001134982,10512182,2020/02/26 00:00:00+00,2020,CON HERIDOS,CHOQUE,RAFAEL URIBE URIBE
-74.1087974449999,4.69016239384604,361228,A001135017,10512183,2020/02/27 00:00:00+00,2020,CON HERIDOS,CHOQUE,ENGATIVA
-74.1470076799999,4.67689724784649,361229,A001134721,10512187,2020/02/26 00:00:00+00,2020,CON HERIDOS,ATROPELLO,FONTIBON
-74.124060632,4.71188276184538,361230,A001134406,10512196,2020/02/24 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.081399583,4.62741560884808,361231,A001133478,10512212,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.1201015039999,4.51060094885189,361232,A001134317,10512213,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,USME
-74.06519503,4.6462241898475,361233,A001134576,10512217,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.100471941,4.599581640849,361234,A001135120,10512223,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,LOS MARTIRES
-74.1668541939999,4.5780238968497,361235,A001134383,10512227,2020/02/27 00:00:00+00,2020,CON HERIDOS,VOLCAMIENTO,CIUDAD BOLIVAR
-74.14197875,4.60406710684887,361236,A001134064,10512234,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.0397380479999,4.70091903484569,361237,A001133781,10512138,2020/02/26 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.065389797,4.63826503184776,361238,A001134398,10512139,2020/02/26 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.0404246809999,4.76412578284366,361239,A001132739,10512142,2020/02/26 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.098807531,4.73209085384469,361240,A001134279,10512143,2020/02/26 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.055822115,4.70726018884552,361241,A001134608,10512144,2020/02/26 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.097274018,4.70024757484573,361242,A001134701,10512145,2020/02/26 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.0810743709999,4.59512095284916,361243,A001134271,10512148,2020/02/26 00:00:00+00,2020,SOLO DANOS,CHOQUE,SANTA FE
-74.0571448649999,4.66779095984679,361244,A001134360,10512157,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.102103153,4.6271100578481,361245,A001134558,10512159,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,PUENTE ARANDA
-74.099822371,4.73783806584451,361246,A001134609,10512174,2020/02/26 00:00:00+00,2020,CON HERIDOS,CHOQUE,SUBA
-74.072108172,4.60056683184896,361247,A001134634,10512185,2020/02/27 00:00:00+00,2020,CON HERIDOS,ATROPELLO,CANDELARIA
-74.080672033,4.68573072584619,361248,A001130659,10512188,2020/02/27 00:00:00+00,2020,CON HERIDOS,ATROPELLO,ENGATIVA
-74.0810743709999,4.59512095284916,361249,A001133812,10512189,2020/02/26 00:00:00+00,2020,CON HERIDOS,ATROPELLO,SANTA FE
-74.102006051,4.6233688228482,361250,A001134926,10512203,2020/02/27 00:00:00+00,2020,CON HERIDOS,CHOQUE,PUENTE ARANDA
-74.0686207969999,4.63020845384804,361251,A001134884,10512204,2020/02/27 00:00:00+00,2020,CON HERIDOS,ATROPELLO,TEUSAQUILLO
-74.087574546,4.60455582084887,361252,A001133944,10512210,2020/02/26 00:00:00+00,2020,CON HERIDOS,ATROPELLO,LOS MARTIRES
-74.0564267779999,4.69132170484604,361253,A001133762,10512230,2020/02/24 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.050347153,4.72714772484488,361254,A001134965,10512237,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.068798246,4.61501267384853,361255,A001134770,10512238,2020/02/26 00:00:00+00,2020,SOLO DANOS,CHOQUE,SANTA FE
-74.1152766819999,4.64439285184756,361256,A001133429,10512241,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.0488002129999,4.70659510884551,361257,A001134035,10512243,2020/02/25 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.1058309319999,4.65804757484713,361258,A001134462,10512244,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.092138367,4.57342835684988,361259,A001132346,10512245,2020/02/25 00:00:00+00,2020,SOLO DANOS,CHOQUE,SAN CRISTOBAL
-74.101623828,4.69255498284597,361260,A001134451,10512246,2020/02/24 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.048628064,4.68500051784622,361261,A001133284,10512147,2020/02/25 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.0967536209999,4.57039421284995,361262,A001133666,10512178,2020/02/27 00:00:00+00,2020,CON HERIDOS,CHOQUE,SAN CRISTOBAL
-74.1071210389999,4.65833967084707,361263,A001133428,10512219,2020/02/24 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.071196393,4.65442650384725,361264,A001134659,10512221,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,BARRIOS UNIDOS
-74.029840456,4.69832291784578,361265,A001133357,10512228,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.1679885089999,4.62210625784826,361273,A001133299,10510610,2020/02/10 00:00:00+00,2020,CON HERIDOS,ATROPELLO,KENNEDY
-74.069542659,4.62873420484806,361274,A001130822,10508618,2020/01/18 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.1245371109999,4.58576331784944,361283,A001131612,10509239,2020/01/27 00:00:00+00,2020,CON HERIDOS,CHOQUE,SAN CRISTOBAL
-74.1491853429999,4.67686954184647,361306,A001132429,10510565,2020/02/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.1028501979999,4.68305759984629,361307,A001131621,10510633,2020/02/08 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.055592121,4.71840255084514,361308,A001057855,10510634,2020/02/08 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.109632114,4.71579542784521,361309,A001133233,10510636,2020/02/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.15570545,4.63991847984771,361310,A001131949,10510637,2020/02/08 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.143781035,4.60196642884896,361311,A001131950,10510640,2020/02/08 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.1848139909999,4.60931187584869,361312,A001132044,10510644,2020/02/08 00:00:00+00,2020,SOLO DANOS,CHOQUE,BOSA
-74.0882945499999,4.61102155684866,361313,A001131981,10510650,2020/02/08 00:00:00+00,2020,SOLO DANOS,CHOQUE,LOS MARTIRES
-74.059200765,4.74173372184438,361314,A001131479,10510656,2020/02/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.0889683,4.68110548984635,361315,A001132142,10510660,2020/02/04 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.0761564969999,4.65636315184715,361316,A001133188,10510665,2020/02/10 00:00:00+00,2020,SOLO DANOS,CHOQUE,BARRIOS UNIDOS
-74.046316992,4.67475987584656,361317,A001133306,10510542,2020/02/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.046163943,4.6770956398465,361318,A001132573,10510544,2020/02/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.065123423,4.64024536784766,361319,A001132505,10510545,2020/02/07 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.1263114829999,4.60175933684892,361320,A001132399,10510571,2020/02/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,PUENTE ARANDA
-74.129490812,4.60826080784875,361321,A001133204,10510579,2020/02/09 00:00:00+00,2020,SOLO DANOS,VOLCAMIENTO,PUENTE ARANDA
-74.1327454939999,4.70319158284562,361322,A001132145,10510581,2020/02/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.1144525939999,4.64918298784741,361323,A001133467,10510583,2020/02/11 00:00:00+00,2020,CON HERIDOS,CHOQUE,FONTIBON
-74.152839453,4.68530615484621,361324,A001133466,10510586,2020/02/11 00:00:00+00,2020,CON HERIDOS,CHOQUE,FONTIBON
-74.1510561009999,4.67209076184664,361325,A001133214,10510589,2020/02/10 00:00:00+00,2020,CON HERIDOS,CHOQUE,FONTIBON
-74.1018263889999,4.60225786184892,361326,A001133405,10510591,2020/02/11 00:00:00+00,2020,CON HERIDOS,CHOQUE,LOS MARTIRES
-74.0810706039999,4.68638548984615,361327,A001133469,10510595,2020/02/11 00:00:00+00,2020,CON HERIDOS,CHOQUE,ENGATIVA
-74.1229545159999,4.64109372684766,361328,A001133235,10510607,2020/02/10 00:00:00+00,2020,CON HERIDOS,ATROPELLO,FONTIBON
-74.113370916,4.70108338184569,361329,A001132993,10510608,2020/02/09 00:00:00+00,2020,CON HERIDOS,CHOQUE,ENGATIVA
-74.1085506379999,4.59454793484916,361330,A001133421,10510609,2020/02/10 00:00:00+00,2020,CON HERIDOS,ATROPELLO,ANTONIO NARIÑO
-74.116142762,4.51470113585176,361331,A001133368,10510618,2020/02/11 00:00:00+00,2020,CON HERIDOS,CAIDA DE OCUPANTE,USME
-74.06828823,4.60321846284892,361332,A001132903,10510619,2020/02/11 00:00:00+00,2020,CON HERIDOS,ATROPELLO,SANTA FE
-74.097078685,4.57319579684985,361333,A001133176,10510620,2020/02/09 00:00:00+00,2020,CON HERIDOS,VOLCAMIENTO,SAN CRISTOBAL
-74.091227332,4.73913082784447,361334,A001133044,10510624,2020/02/09 00:00:00+00,2020,CON HERIDOS,CAIDA DE OCUPANTE,SUBA
-74.049768117,4.73202213284469,361335,A001133146,10510625,2020/02/08 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.0472538459999,4.67498791184657,361336,A001132506,10510635,2020/02/08 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.115541397,4.70293360884566,361337,A001133232,10510638,2020/02/08 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.0904650049999,4.5877174128494,361338,A001133129,10510653,2020/02/10 00:00:00+00,2020,SOLO DANOS,CHOQUE,ANTONIO NARIÑO
-74.070582529,4.68525035784625,361339,A001132197,10510664,2020/02/08 00:00:00+00,2020,SOLO DANOS,CHOQUE,BARRIOS UNIDOS
-74.029387764,4.68618876384621,361340,A001132873,10510674,2020/02/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.0788561689999,4.64903453084739,361341,A001133017,10510675,2020/02/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.077267131,4.5717924328499,361342,A001130173,10510680,2020/02/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,SAN CRISTOBAL
-74.0490671379999,4.73749004184452,361343,A001132872,10510681,2020/02/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.0272081909999,4.76661882184358,361344,A001132746,10510682,2020/02/10 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.041430899,4.67450073184659,361345,A001133303,10510683,2020/02/10 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.0420364939999,4.77937213884314,361346,A001132073,10510564,2020/02/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.092453784,4.6083006138487,361347,A001131746,10510573,2020/02/08 00:00:00+00,2020,SOLO DANOS,CHOQUE,LOS MARTIRES
-74.143302075,4.63070127984798,361499,A001131808,10509122,2020/01/25 00:00:00+00,2020,CON HERIDOS,CHOQUE,KENNEDY
-74.06280313,4.74354856684434,361500,A001131343,10509148,2020/01/25 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.147425757,4.59494570084914,361501,A001131223,10509154,2020/01/25 00:00:00+00,2020,SOLO DANOS,CHOQUE,BOSA
-74.093385628,4.5933760748492,361502,A001132088,10509401,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,LOS MARTIRES
-74.0693721439999,4.68985360284609,361508,A001133533,10511228,2020/02/15 00:00:00+00,2020,SOLO DANOS,CHOQUE,BARRIOS UNIDOS
-74.100133647,4.73403443584464,361509,A001134181,10511234,2020/02/16 00:00:00+00,2020,CON HERIDOS,CHOQUE,SUBA
-74.104592101,4.7403273288444,361510,A001132077,10511237,2020/02/15 00:00:00+00,2020,CON HERIDOS,CHOQUE,SUBA
-74.200609274,4.6112092748486,361511,A001133647,10511238,2020/02/16 00:00:00+00,2020,CON HERIDOS,CHOQUE,BOSA
-74.075136119,4.68476630084622,361512,A001133492,10511239,2020/02/16 00:00:00+00,2020,CON HERIDOS,CHOQUE,BARRIOS UNIDOS
-74.06435405,4.70888873084546,361513,A001133750,10511334,2020/02/16 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.030057019,4.7377235728445,361514,A001133592,10511335,2020/02/17 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.067539201,4.63758966984779,361515,A001134027,10511337,2020/02/17 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.157050092,4.56703583685006,361516,A001133987,10511339,2020/02/17 00:00:00+00,2020,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR
-74.1044663069999,4.6128130378486,361517,A001133937,10511341,2020/02/17 00:00:00+00,2020,SOLO DANOS,CHOQUE,PUENTE ARANDA
-74.059353645,4.67643522684653,361518,A001133475,10511195,2020/02/15 00:00:00+00,2020,SOLO DANOS,CHOQUE,BARRIOS UNIDOS
-74.0961616069999,4.74672486084425,361519,A001133981,10511209,2020/02/15 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.091904685,4.66413863484689,361520,A001131773,10511210,2020/02/15 00:00:00+00,2020,SOLO DANOS,CHOQUE,BARRIOS UNIDOS
-74.0693721439999,4.68985360284609,361521,A001132196,10511216,2020/02/15 00:00:00+00,2020,SOLO DANOS,CHOQUE,BARRIOS UNIDOS
-74.090762489,4.72119353584504,361522,A001134178,10511251,2020/02/17 00:00:00+00,2020,CON HERIDOS,CHOQUE,SUBA
-74.0713568849999,4.64500563584755,361523,A001133967,10511258,2020/02/16 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.0745060579999,4.61219332084862,361524,A001133686,10511291,2020/02/17 00:00:00+00,2020,SOLO DANOS,CHOQUE,SANTA FE
-74.05031102,4.7019776328457,361525,A001132745,10511292,2020/02/16 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.131823555,4.64533045384751,361526,A001132868,10511293,2020/02/16 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.120939471,4.74384571084433,361527,A001133702,10511296,2020/02/17 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.116728211,4.68629876884621,361528,A001133888,10511297,2020/02/17 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.073677017,4.62379085884822,361529,A001133639,10511299,2020/02/17 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.120249229,4.63438506984789,361530,A001134159,10511302,2020/02/17 00:00:00+00,2020,SOLO DANOS,CHOQUE,PUENTE ARANDA
-74.145369629,4.56116882985025,361531,A001133796,10511305,2020/02/15 00:00:00+00,2020,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR
-74.088866814,4.61024083584867,361532,A001132702,10511333,2020/02/17 00:00:00+00,2020,SOLO DANOS,CHOQUE,LOS MARTIRES
-74.119125745,4.67929388284644,361533,A001135163,10513503,2020/03/08 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.063433786,4.67641788184652,361534,A001135760,10513561,2020/03/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,BARRIOS UNIDOS
-74.174067006,4.59669878584911,361535,A001135305,10513575,2020/03/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,BOSA
-74.077201557,4.65853055484707,361536,A001135867,10513576,2020/03/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.088090014,4.61835418184842,361537,A001135474,10513588,2020/03/11 00:00:00+00,2020,CON HERIDOS,ATROPELLO,CHAPINERO
-74.106832101,4.69436795684593,361538,A001133875,10511049,2020/02/14 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.1328876599999,4.62970346984802,361539,A001132920,10511066,2020/02/14 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.116683022,4.68163692584635,361540,A001134024,10511115,2020/02/15 00:00:00+00,2020,CON HERIDOS,VOLCAMIENTO,ENGATIVA
-74.1786593589999,4.59710745784908,361541,A001135308,10513043,2020/03/04 00:00:00+00,2020,SOLO DANOS,CHOQUE,BOSA
-74.0564217369999,4.6895691818461,361542,A001135448,10512953,2020/03/04 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.091698971,4.75530017484395,361543,A001135175,10513023,2020/03/04 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.1169307059999,4.62811724184806,361544,A001135313,10512546,2020/03/02 00:00:00+00,2020,CON HERIDOS,CHOQUE,PUENTE ARANDA
-74.1111449599999,4.68766730384615,361545,A001134370,10512627,2020/02/29 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.151598685,4.59549506984912,361546,A001135359,10512784,2020/03/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,TUNJUELITO
-74.132813309,4.63028956984802,361547,A001135724,10513601,2020/03/11 00:00:00+00,2020,CON HERIDOS,CHOQUE,KENNEDY
-74.096670979,4.64285404484759,361548,A001130621,10509404,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.033126983,4.74856950184417,361549,A001132150,10509480,2020/01/29 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.179740451,4.62514940184816,361550,A001131900,10509493,2020/01/29 00:00:00+00,2020,SOLO DANOS,CHOQUE,BOSA
-74.114582657,4.66823756484675,361551,A001132199,10509497,2020/01/29 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.06539692,4.6890456048461,361552,A001131320,10509445,2020/01/29 00:00:00+00,2020,CON HERIDOS,ATROPELLO,SUBA
-74.114249769,4.7435946128443,361553,A001131804,10509345,2020/01/25 00:00:00+00,2020,CON HERIDOS,VOLCAMIENTO,SUBA
-74.035071879,4.69330774384594,361554,A001130892,10509346,2020/01/28 00:00:00+00,2020,CON HERIDOS,CHOQUE,USAQUEN
-74.05808042,4.67134466284669,361555,A001130546,10509351,2020/01/28 00:00:00+00,2020,CON HERIDOS,ATROPELLO,CHAPINERO
-74.092913948,4.57814034784969,361556,A001131121,10509357,2020/01/28 00:00:00+00,2020,CON HERIDOS,CHOQUE,SAN CRISTOBAL
-74.139122443,4.65624736284715,361557,A001131899,10509359,2020/01/25 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.047554711,4.69808958384581,361558,A001131951,10509360,2020/01/26 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.048746207,4.7319354808447,361559,A001131720,10509362,2020/01/25 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.091781699,4.6990488748458,361560,A001132125,10509368,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.099063315,4.73551078484456,361561,A001130220,10509375,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.081833085,4.62586607884815,361562,A001131450,10509376,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.16374437,4.69001539684604,361563,A001130558,10509377,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.1086259639999,4.59460723884915,361564,A001127535,10509380,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,ANTONIO NARIÑO
-74.039397257,4.70430741484562,361565,A001131302,10509387,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.0900314099999,4.64979523384739,361566,A001132493,10509388,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.0531270549999,4.6763728688465,361567,A001132153,10509393,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.1003693499999,4.69400747784594,361568,A001131352,10509397,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.1413087349999,4.64337923784756,361569,A001132112,10509400,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.068303708,4.7108301808454,361570,A001131673,10509414,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.1540331109999,4.6728098978466,361571,A001131937,10509417,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.064435,4.64404666984753,361572,A001132081,10510796,2020/01/27 00:00:00+00,2020,CON HERIDOS,ATROPELLO,CHAPINERO
-74.071153711,4.66097760484699,361573,A001131557,10509420,2020/01/29 00:00:00+00,2020,CON HERIDOS,CHOQUE,BARRIOS UNIDOS
-74.088425709,4.6763595818465,361574,A001131775,10509421,2020/01/28 00:00:00+00,2020,CON HERIDOS,CHOQUE,ENGATIVA
-74.124376266,4.57963071684965,361575,A001132030,10509439,2020/01/29 00:00:00+00,2020,CON HERIDOS,ATROPELLO,SAN CRISTOBAL
-74.093266177,4.61573386284849,361576,A001131653,10509441,2020/01/29 00:00:00+00,2020,CON HERIDOS,CAIDA DE OCUPANTE,SANTA FE
-74.169521754,4.62603515084814,361577,A001132280,10509443,2020/01/28 00:00:00+00,2020,CON HERIDOS,ATROPELLO,KENNEDY
-74.062615948,4.68817889784612,361578,A001131156,10509447,2020/01/28 00:00:00+00,2020,CON HERIDOS,CHOQUE,BARRIOS UNIDOS
-74.042068278,4.74413614284431,361579,A001132189,10509454,2020/01/26 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.051260327,4.65759482484712,361580,A001131889,10509456,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.084778135,4.5971102078491,361581,A001130007,10509457,2020/01/13 00:00:00+00,2020,SOLO DANOS,CHOQUE,SANTA FE
-74.073901618,4.60683218284877,361582,A001131127,10509460,2020/01/24 00:00:00+00,2020,SOLO DANOS,CHOQUE,SANTA FE
-74.108398515,4.62816228584811,361583,A001131560,10509461,2020/01/23 00:00:00+00,2020,SOLO DANOS,CHOQUE,PUENTE ARANDA
-74.138034154,4.59379411584918,361584,A001130744,10509463,2020/01/25 00:00:00+00,2020,SOLO DANOS,CHOQUE,TUNJUELITO
-74.109954231,4.6764073278465,361585,A001131969,10509467,2020/01/29 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.1105003449999,4.58037239284965,361586,A001132134,10509474,2020/01/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,RAFAEL URIBE URIBE
-74.1068107249999,4.65785639084712,361587,A001131946,10509479,2020/01/29 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.080674226,4.62414819284821,361588,A001131346,10509487,2020/01/29 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.088742641,4.68099588584637,361589,A001131351,10509505,2020/01/29 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.1298854949999,4.60797638884873,361630,A001135339,10512424,2020/02/29 00:00:00+00,2020,CON HERIDOS,CHOQUE,PUENTE ARANDA
-74.065028324,4.64714585684747,361631,A001134732,10512433,2020/02/27 00:00:00+00,2020,CON HERIDOS,CHOQUE,CHAPINERO
